source_number|name|ra|dec|error_radius|snr|y5r500|y5r500_error|redshift|redshift_source_name|mass_sz|mass_sz_pos_err|mass_sz_neg_err
833|PSZ2-G178.94+56.00|101947.5|+410035|2.428135|4.96810|4.26185e-03|1.93034e-03|0.092200|RXCJ1019.9+4059|2.231196|0.273933|0.320909
834|PSZ2-G179.09+60.12|104044.7|+395733|2.229483|7.50829|2.28231e-03|7.02593e-04|0.137200|RXCJ1040.7+3956|3.839041|0.313273|0.339496
835|PSZ2-G179.33-22.22|042530.1|+162753|2.428019|5.01848|3.33564e-03|1.58249e-03|||||
836|PSZ2-G179.45-43.92|031914.8|+020801|2.428900|4.53719|1.68266e-03|8.27695e-04|||||
837|PSZ2-G180.25+21.03|071728.1|+374436|2.354578|12.77334|3.11081e-03|5.12266e-04|0.546000|MACSJ0717.5+3745|11.487184|0.534724|0.548288
838|PSZ2-G180.27-29.53|040436.2|+110801|2.362719|7.05888|5.14991e-03|1.73419e-03|0.354800|RXCJ0404.6+1109|7.705027|0.661109|0.769953
839|PSZ2-G180.60+76.65|115714.6|+333639|2.428843|10.99544|3.07243e-03|6.33028e-04|0.213800|RXCJ1157.3+3336|6.299809|0.346056|0.340053
840|PSZ2-G180.74-85.21|010913.9|-243039|2.428712|5.16763|2.15362e-03|1.00789e-03|||||
841|PSZ2-G180.88+31.04|080753.7|+394632|2.428136|5.46934|1.25295e-03|3.95197e-04|0.364653|RMJ080747.3+394635.6|5.988849|0.682141|0.708896
842|PSZ2-G181.06+48.47|093924.0|+404527|3.278998|5.20047|1.83772e-03|7.44890e-04|0.240392|RMJ093930.4+404710.4|4.231924|0.481598|0.506389
843|PSZ2-G181.44-44.76|032030.3|+003041|5.212406|4.63593|2.78699e-03|1.32059e-03|0.393900|WHLJ50.1286+0.545|5.136061|0.692383|0.728536
844|PSZ2-G181.71-68.65|020635.8|-145248|2.428823|6.46503|2.77196e-03|1.02589e-03|0.152900|RXCJ0206.4-1453|3.967463|0.380080|0.393335
845|PSZ2-G181.88-30.77|040421.4|+091615|2.393580|9.29350|9.88570e-03|1.87299e-03|||||
846|PSZ2-G182.42-28.28|041325.2|+102819|1.411304|15.77494|1.47998e-02|2.39910e-03|0.088200|RXCJ0413.4+1028|6.952417|0.282699|0.282206
847|PSZ2-G182.59+55.83|101701.8|+390141|1.386053|9.40210|3.45695e-03|7.64150e-04|0.206000|RXCJ1017.0+3902|5.834504|0.329492|0.349227
848|PSZ2-G183.30+34.98|082944.0|+382717|2.427964|6.19264|4.17452e-03|1.70535e-03|0.391900|WHLJ127.437+38.46|6.559128|0.589322|0.689356
849|PSZ2-G183.32-31.51|040511.0|+075055|2.166004|4.56022|1.42100e-03|5.00100e-04|||||
850|PSZ2-G183.90+42.99|091047.1|+384840|2.428355|5.75956|1.48798e-03|5.30568e-04|0.561000|WHLJ137.713+38.83|6.945816|0.725204|0.747328
852|PSZ2-G183.92+16.36|070157.4|+325135|6.609158|4.97405|6.22758e-03|1.98710e-03|||||
851|PSZ2-G183.92-68.82|020801.1|-153728|5.974892|4.86474|2.91335e-03|1.28413e-03|||||
853|PSZ2-G184.24+43.69|091424.5|+383607|3.474666|5.04843|1.49939e-03|6.96539e-04|0.397000|GMBCGJ138.60554+38.58943|5.410920|0.583890|0.676055
854|PSZ2-G184.68+28.91|080057.6|+360550|4.275635|6.75058|6.41150e-03|2.53047e-03|0.288000|RXCJ0800.9+3602|5.501800|0.512881|0.523562
855|PSZ2-G185.08+34.02|082609.5|+365102|2.428097|4.51375|6.47314e-03|3.33092e-03|0.364755|RMJ082607.3+364738.5|5.409293|0.757793|0.566677
856|PSZ2-G185.16-53.63|025904.7|-065816|2.428780|5.48834|1.14368e-03|3.01629e-04|0.422989|RMJ025904.4-065921.0|6.354980|0.720027|0.781293
857|PSZ2-G185.45-32.01|040804.1|+060634|5.317858|4.99162|4.47513e-03|1.66131e-03|||||
858|PSZ2-G185.50-33.94|040201.4|+045411|2.427879|5.42539|2.24872e-03|8.06746e-04|||||
859|PSZ2-G185.68+09.82|063721.4|+283826|2.428910|5.18358|2.99531e-03|1.32405e-03|||||
860|PSZ2-G185.72-32.23|040755.7|+054728|5.203786|5.12034|3.89850e-03|2.22845e-03|||||
861|PSZ2-G186.24-11.99|051616.5|+171338|2.420011|6.28716|1.09259e-02|4.48387e-03|0.115000|RXCJ0516.3+1712|4.698221|0.490425|0.518496
862|PSZ2-G186.37+37.26|084259.6|+362110|1.315187|18.86364|7.44481e-03|7.15703e-04|0.282000|RXCJ0842.9+3621|10.998416|0.371664|0.367147
863|PSZ2-G186.50-13.45|051148.6|+161221|4.719409|5.21916|2.79640e-03|9.88623e-04|||||
864|PSZ2-G186.61+62.94|105039.5|+355034|1.622461|5.29230|8.14873e-04|1.66251e-04|0.509365|RMJ105038.6+354912.4|5.680198|0.632523|0.672069
865|PSZ2-G186.81+07.32|062927.8|+263142|3.133321|5.42826|2.74353e-03|7.89385e-04|0.220400|WHLJ97.3409+26.50|5.375743|0.479083|0.500423
866|PSZ2-G186.99+38.65|085009.2|+360436|2.077046|7.22065|3.08204e-03|8.48283e-04|0.378000|RXCJ0850.2+3603|6.840518|0.496559|0.535158
867|PSZ2-G187.53+21.92|073215.5|+313734|2.053838|8.14396|2.91170e-03|8.28675e-04|0.171000|RXCJ0732.3+3137|5.165305|0.399531|0.381496
868|PSZ2-G187.74+20.66|072700.7|+310119|2.428555|5.38610|3.16313e-03|1.26164e-03|0.192900|WHLJ111.708+31.03|4.290579|0.485227|0.507404
869|PSZ2-G188.33-34.98|040418.0|+022429|2.428883|6.09541|1.93531e-03|5.78292e-04||ZwCl0401.8+0219|||
870|PSZ2-G188.38+07.05|063129.7|+250104|3.629471|7.05878|1.16291e-02|2.69409e-03|0.081000|RXCJ0631.3+2500|3.310576|0.245360|0.245210
871|PSZ2-G188.57-68.86|021149.6|-170205|3.494761|4.78078|1.14217e-03|3.89909e-04|0.174000|ACO2985|3.339818|0.410517|0.450020
872|PSZ2-G189.23+20.55|072847.1|+294023|5.726047|5.12412|2.66447e-03|9.62253e-04|0.397600|RXCJ0728.9+2935|5.462187|0.667627|0.817142
873|PSZ2-G189.31+59.24|103149.1|+350226|2.428665|6.72116|1.93356e-03|5.51067e-04|0.125900|RXCJ1031.7+3502|3.241592|0.304120|0.318994
874|PSZ2-G189.53-25.10|043904.3|+071611|2.428860|6.50821|1.52952e-03|3.81410e-04|0.245000|RXCJ0439.0+0715|6.037396|0.623703|0.661379
875|PSZ2-G189.79-37.25|035937.1|+000755|3.683443|7.27781|8.69509e-03|2.89545e-03|||||
876|PSZ2-G190.61+66.46|110609.0|+333419|3.867596|5.10765|1.99668e-03|7.44262e-04|0.488100|WHLJ166.535+33.56|5.546290|0.625958|0.668225
877|PSZ2-G191.00+06.65|063503.4|+223101|1.592625|16.61067|2.96800e-02|3.15838e-03|0.068000|RXCJ0635.0+2231|5.891888|0.214605|0.185614
878|PSZ2-G191.57+58.88|102939.6|+335436|3.771694|5.16917|7.61339e-04|1.47773e-04|||||
879|PSZ2-G191.63-28.01|043338.0|+040444|3.614463|4.93179|1.68083e-03|6.40195e-04|||||
880|PSZ2-G191.82-26.64|043836.9|+044203|2.064815|6.17202|3.16571e-03|1.70419e-03|||||
881|PSZ2-G192.18+56.12|101621.9|+333938|3.774933|7.82347|3.71938e-03|8.67033e-04|0.124000|RXCJ1016.3+3338|3.620565|0.284649|0.313453
882|PSZ2-G192.40-67.89|021819.7|-174523|2.516653|7.03014|1.87386e-03|4.62016e-04|||||
883|PSZ2-G192.77+33.14|082841.2|+302408|5.045050|5.02881|3.06232e-03|1.25829e-03|0.050300|RXCJ0828.6+3025|1.658464|0.193152|0.211242
884|PSZ2-G192.90+29.63|081312.9|+292155|2.428899|4.63930|1.01154e-03|3.64120e-04|0.360465|RMJ081305.4+292014.8|5.170002|0.737849|0.779209
885|PSZ2-G193.31-46.13|033555.1|-065924|3.722428|4.63345|7.91027e-04|1.76572e-04|0.640000||6.085709|0.756552|0.829687
886|PSZ2-G193.63+54.85|101017.5|+324950|2.533718|5.85427|2.06332e-03|7.29818e-04|0.292000|WHLJ152.572+32.83|5.185323|0.497973|0.544404
887|PSZ2-G193.90+09.41|065111.8|+210855|2.428909|5.06113|4.45095e-03|2.32200e-03|||||
888|PSZ2-G194.36+14.07|071014.9|+224115|5.102660|4.94129|2.34627e-03|8.75319e-04|0.289000|RXCJ0710.4+2240|5.065539|0.578170|0.591070
889|PSZ2-G194.68-49.76|032522.0|-094050|3.491397|5.71161|1.40038e-03|4.38701e-04|||||
890|PSZ2-G194.98+54.12|100700.1|+320116|2.428890|5.48132|1.24176e-03|3.91548e-04|0.374986|RMJ100655.7+315934.9|5.663106|0.649686|0.674468
891|PSZ2-G195.03-79.43|013517.7|-232738|2.427730|4.67005|1.85006e-03|9.39660e-04|||||
892|PSZ2-G195.24+29.34|081437.9|+272012|2.428892|4.96606|1.22814e-03|4.21427e-04|0.284176|RMJ081435.5+271915.7|4.943095|0.603071|0.641455
893|PSZ2-G195.39-29.08|043712.1|+004338|3.454255|5.43679|1.61477e-03|5.37321e-04|0.284200|RXCJ0437.1+0043|5.561950|0.612509|0.648716
894|PSZ2-G195.60+44.06|092023.8|+303014|2.234847|7.56083|2.09567e-03|6.80286e-04|0.295200|RXCJ0920.4+3030|6.130715|0.459614|0.495533
895|PSZ2-G195.65-17.67|051640.3|+063024|9.406043|4.90574|8.46673e-03|2.62150e-03|0.028400|RXCJ0516.6+0626|1.660515|0.185453|0.189479
896|PSZ2-G195.75-24.32|045406.4|+025744|2.328994|11.78439|5.69177e-03|9.92763e-04|0.203000|RXCJ0454.1+0255|7.800380|0.403368|0.413187
897|PSZ2-G196.65-45.51|034255.5|-083938|4.804950|4.91021|1.53772e-03|5.99514e-04|||||
898|PSZ2-G197.13+33.46|083427.4|+265823|5.085482|4.98160|2.20782e-03|1.14607e-03|0.456100|WHLJ128.694+26.97|5.866946|0.635317|0.737297
899|PSZ2-G198.46+46.01|093050.8|+285051|5.318990|6.26546|1.78565e-03|6.30789e-04|0.299462|RMJ093049.7+285108.0|5.554940|0.518981|0.554599
900|PSZ2-G198.47-23.69|050122.2|+010919|4.698140|5.70269|3.73998e-03|2.24930e-03|0.124800|RXCJ0501.6+0110|3.629380|0.374369|0.374628
901|PSZ2-G198.73+13.34|071449.1|+183116|5.379786|6.02919|6.43394e-03|1.76530e-03|||||
902|PSZ2-G198.80-57.57|030207.1|-153413|4.074786|4.82947|1.11134e-03|3.65953e-04|||||
903|PSZ2-G198.90+18.16|073348.9|+201849|2.629316|5.86283|2.77407e-03|9.13910e-04|0.318400|WHLJ113.433+20.31|5.842621|0.545116|0.567492
904|PSZ2-G199.09-16.61|052703.5|+041304|2.428692|4.62144|7.20832e-03|3.81864e-03|0.151000|RXCJ0527.2+0413|4.623632|0.754303|0.768824
905|PSZ2-G199.61+53.41|100448.3|+291352|3.448329|5.40493|2.20673e-03|7.44172e-04|0.371173||5.538029|0.576712|0.602148
906|PSZ2-G199.73+36.98|085208.7|+255315|3.814119|4.60708|8.01848e-04|1.84318e-04|||||
907|PSZ2-G199.75+46.59|093409.3|+280435|4.864874|4.76488|9.00683e-04|2.52829e-04|0.553387||5.914315|0.731606|0.782131
908|PSZ2-G200.06+77.22|115413.9|+291435|6.668366|5.00230|2.10848e-03|8.90270e-04|0.360512|RMJ115415.7+291524.1|4.621805|0.569733|0.657147
909|PSZ2-G200.63-64.71|023626.1|-192056|5.248187|5.13078|3.59384e-03|1.53594e-03|0.090700|RXCJ0236.6-1923|2.479620|0.303110|0.324352
910|PSZ2-G200.82+27.42|081334.7|+220408|2.177325|5.86092|1.23601e-03|4.10597e-04|0.382015|RMJ081327.4+220331.4|6.093917|0.580655|0.611892
911|PSZ2-G200.95-28.16|045020.0|-030026|1.943643|6.19541|2.09991e-03|8.24949e-04|0.220000||5.302291|0.508556|0.540957
912|PSZ2-G201.20-42.83|035849.7|-101259|2.428906|4.70046|1.93688e-03|1.10814e-03|||||
913|PSZ2-G201.50-27.31|045414.2|-030108|1.375752|7.10882|1.38048e-03|2.04605e-04|0.537700|MACSJ0454.1-0300|8.304255|0.698157|0.727741
914|PSZ2-G201.54+30.62|082731.2|+223315|2.152292|6.95545|1.60852e-03|4.66229e-04|0.334900|ZwCl0824.5+2244|6.348716|0.532533|0.507088
915|PSZ2-G202.50+19.17|074325.4|+173421|5.657237|4.83866|3.09243e-03|1.05406e-03|0.101593|RMJ074323.1+173341.9|2.605886|0.363161|0.380291
916|PSZ2-G202.61-26.26|045950.9|-032219|3.349385|4.87432|1.27405e-03|4.60519e-04|||||
917|PSZ2-G202.66+66.98|110715.4|+284747|2.428911|4.62707|2.53428e-03|1.44470e-03|||||
918|PSZ2-G203.18+20.84|075054.5|+173836|5.971447|5.28183|5.81060e-03|1.91472e-03|0.184015|RMJ075100.8+173753.8|3.520769|0.467984|0.471574
919|PSZ2-G203.22+66.40|110441.3|+283257|3.371469|5.01097|8.30754e-04|2.04318e-04|0.579565|RMJ110444.3+283541.3|5.887129|0.680802|0.736566
920|PSZ2-G203.32+08.91|070610.1|+123314|2.428759|5.15365|3.93984e-03|1.80316e-03|||||
921|PSZ2-G203.71+50.82|095505.5|+261951|2.428912|4.64763|1.99071e-03|1.08315e-03|||||
922|PSZ2-G204.10+16.51|073550.5|+150552|3.073342|6.68551|4.52716e-03|2.07313e-03|0.122000|ZwCl0733.1+1514|3.705868|0.341609|0.356915
923|PSZ2-G204.24+14.51|072834.8|+140838|3.832619|5.87085|1.19270e-03|2.61867e-04|0.345400|WHLJ112.147+14.12|6.011415|0.609579|0.673707
924|PSZ2-G204.73+15.88|073432.1|+141718|1.821484|6.10697|1.39665e-03|3.40317e-04|0.344000||6.221509|0.603268|0.629508
925|PSZ2-G204.91-69.71|021846.1|-223721|2.428692|4.77417|1.40157e-03|6.11738e-04|||||
926|PSZ2-G205.05-62.95|024625.8|-203137|2.428850|8.94762|4.65596e-03|1.24996e-03|0.310000||7.635277|0.480611|0.512245
927|PSZ2-G205.48+18.70|074620.6|+144749|2.428581|4.62855|5.56855e-03|3.33635e-03|0.446659|RMJ074629.7+144629.5|5.832057|0.795571|0.936356
928|PSZ2-G205.56-44.20|035930.4|-133924|2.583436|5.76027|2.13835e-03|7.07617e-04||ACO471|||
929|PSZ2-G205.65+18.10|074422.2|+142422|3.840338|5.25062|5.60203e-03|2.57450e-03|0.445414|RMJ074420.6+142252.4|6.037405|0.696528|0.721557
930|PSZ2-G205.90+73.76|113812.8|+275513|2.428355|7.95128|1.62934e-03|3.93823e-04|0.447400|WHLJ174.518+27.97|7.387940|0.542452|0.563321
931|PSZ2-G205.93-39.46|041737.5|-115345|2.428905|13.77848|3.64879e-03|5.23331e-04|0.443000|MACSJ0417.5-1154|12.250381|0.525318|0.550231
932|PSZ2-G206.22+24.89|081104.5|+163744|7.036659|4.63239|3.37013e-03|1.42630e-03|0.092500|RXCJ0811.0+1644|2.274809|0.307507|0.344181
933|PSZ2-G206.45+13.89|072959.3|+115621|2.353768|7.30373|1.60286e-03|3.57518e-04|0.381000||7.238685|0.603491|0.614192
934|PSZ2-G206.55-43.22|040425.5|-135400|5.854954|4.58402|1.00680e-03|3.41342e-04|||||
935|PSZ2-G206.75-33.21|044142.9|-094601|3.568010|4.93081|1.65764e-03|5.66653e-04|||||
936|PSZ2-G207.88+81.31|121221.6|+273311|1.392921|10.08654|2.46135e-03|5.20096e-04|0.353000|RXCJ1212.3+2733|7.503772|0.437840|0.439503
937|PSZ2-G208.57-44.31|040241.9|-154024|2.428692|4.52906|1.94988e-03|1.01867e-03|||||
938|PSZ2-G208.60-26.00|051044.8|-080113|2.428839|10.27397|4.23961e-03|8.73695e-04|0.219500|RXCJ0510.7-0801|7.743840|0.475853|0.484037
939|PSZ2-G208.61-74.39|020014.9|-245424|4.958232|4.86215|9.35877e-04|2.49242e-04|0.720000||6.253783|0.716011|0.793516
940|PSZ2-G208.80-30.67|045405.0|-101335|1.295411|9.47738|2.50507e-03|5.98825e-04|0.247500|RXCJ0454.1-1014|7.255627|0.474320|0.488719
941|PSZ2-G209.17-80.38|013413.4|-260535|5.215315|4.79431|1.12460e-03|3.87709e-04|0.159700|ABELL0214|3.166373|0.400004|0.425214
942|PSZ2-G209.53+43.32|092800.1|+203350|2.428628|4.84260|3.82349e-03|2.02953e-03|0.192000|RXCJ0928.1+2032|3.817206|0.509852|0.504914
943|PSZ2-G209.54-36.50|043330.4|-131422|2.264436|12.20785|1.43071e-02|2.92529e-03|0.032600|RXCJ0433.6-1315|2.713885|0.145772|0.154507
944|PSZ2-G209.79+10.23|072223.1|+072431|2.428705|9.56264|2.39132e-03|5.11818e-04|0.677000||10.727318|0.629984|0.664358
945|PSZ2-G210.01+50.85|095921.8|+222820|4.855642|5.05576|2.54393e-03|9.38753e-04|0.319000|GMBCGJ149.91715+22.43516|4.956008|0.628646|0.627037
946|PSZ2-G210.02-56.38|031627.7|-204640|2.428911|4.73317|4.78407e-03|2.74876e-03|||||
947|PSZ2-G210.08-60.96|025740.3|-220946|2.390296|6.69564|1.30299e-03|2.80837e-04|0.322000|MACSJ0257.6-2209|6.054954|0.562423|0.592221
948|PSZ2-G210.22+15.56|074231.1|+092226|5.185643|5.48717|5.53247e-03|1.96979e-03|0.062000|RXCJ0742.6+0922|2.031349|0.246809|0.261038
949|PSZ2-G210.37-37.00|043243.8|-140301|4.489506|9.84468|1.36634e-02|3.65326e-03|||||
950|PSZ2-G210.57-44.61|040347.2|-170633|2.887214|5.64529|2.63811e-03|9.47449e-04||ACO472|||
951|PSZ2-G210.64+17.09|074849.7|+094007|1.386303|7.55613|1.48431e-03|2.94154e-04|0.480000||7.790246|0.605383|0.627472
952|PSZ2-G210.71+63.08|105141.6|+245809|2.410454|7.37338|1.21905e-03|2.12433e-04|||||
953|PSZ2-G210.78-36.25|043607.2|-140258|5.759487|6.31805|2.46508e-03|9.22466e-04|||||
954|PSZ2-G211.21+38.66|091113.1|+174810|2.428643|5.58758|1.37747e-03|4.41526e-04|0.504900|RXCJ0911.1+1746|6.990734|0.729213|0.789317
955|PSZ2-G211.31-60.28|030114.3|-223311|4.027259|5.19619|1.98747e-03|1.11893e-03|||||
956|PSZ2-G212.25-53.20|033106.2|-210139|2.428718|5.88077|1.86804e-03|6.23640e-04|0.188000|RXCJ0331.1-2100|4.342922|0.455919|0.486419
957|PSZ2-G212.44+63.19|105252.4|+241346|2.428912|4.78182|2.59310e-03|1.09434e-03|0.541977|RMJ105252.4+241530.0|5.659371|0.809484|0.972380
958|PSZ2-G212.50-61.38|025715.0|-232348|5.007304|5.36491|2.27068e-03|9.56347e-04|0.504900|MACSJ0257.1-2325|6.218674|0.703486|0.741932
959|PSZ2-G212.80+50.63|100039.7|+204314|2.428911|4.67614|5.25282e-03|3.38519e-03|0.218671||4.016582|0.448609|0.515511
960|PSZ2-G212.82-84.04|011811.6|-265732|2.428909|8.55630|2.91643e-03|7.59385e-04|0.227500|RXCJ0118.1-2658|5.679254|0.384246|0.426114
961|PSZ2-G212.93-54.04|032809.6|-213939|4.936859|4.85089|1.17898e-03|3.95730e-04|0.590000|BVH200743|6.215020|0.779037|0.724795
962|PSZ2-G213.27+78.38|115927.4|+262734|3.417738|5.26464|8.39670e-04|1.78785e-04|0.316000||4.815767|0.566302|0.589142
963|PSZ2-G213.30+50.99|100231.1|+203142|2.695308|4.50094|1.24124e-03|5.41709e-04|0.320500|ACO913|4.708587|0.611051|0.625637
964|PSZ2-G213.39+80.59|120917.6|+263933|2.428417|6.59568|1.28681e-03|3.84250e-04|0.558600|WHLJ182.349+26.67|7.034222|0.627999|0.639460
965|PSZ2-G213.73-56.15|031956.2|-224105|2.428846|5.00908|1.83773e-03|8.52477e-04|||||
966|PSZ2-G214.08+23.15|081637.9|+092210|2.143058|6.78618|2.23435e-03|5.54078e-04|0.255700|WHLJ124.171+9.392|5.692354|0.439350|0.453975
967|PSZ2-G214.61-22.70|053224.4|-113235|1.912342|7.53973|6.20969e-03|1.92672e-03|0.154000|RXCJ0532.3-1131|5.394049|0.405978|0.409803
968|PSZ2-G215.19-49.65|034800.3|-214406|3.246608|8.31131|2.73451e-03|6.63786e-04|0.239900|A3168|5.993478|0.433971|0.482593
969|PSZ2-G215.24-26.10|052042.2|-132808|2.229797|6.02551|1.68514e-03|4.41083e-04|0.336000|MACSJ0520.7-1328|6.242378|0.523509|0.540096
970|PSZ2-G215.25-87.14|010415.6|-271227|1.557449|4.75841|7.27688e-04|1.49434e-04|||||
971|PSZ2-G215.51+06.58|071934.4|+004257|2.157907|11.33548|4.64529e-03|9.03292e-04|0.219700|RXCJ0719.5+0043|8.037874|0.417277|0.463976
972|PSZ2-G215.61+22.61|081708.7|+075209|1.897454|6.54620|1.23455e-03|2.66907e-04|0.249188|RMJ081710.5+075344.3|5.194909|0.491128|0.511357
973|PSZ2-G215.75-32.97|045511.3|-163326|2.428724|4.53429|9.52088e-04|3.42748e-04|||||
974|PSZ2-G216.25+10.10|073325.6|+014036|4.730618|5.51826|2.79165e-03|1.23825e-03|||||
975|PSZ2-G216.44-29.11|051100.2|-153757|2.428085|5.52851|3.71845e-03|1.37820e-03|0.470000||6.168271|0.743518|0.846195
976|PSZ2-G216.62+47.00|094950.2|+170717|1.277584|9.82794|2.25046e-03|4.40062e-04|0.382600|RXCJ0949.8+1707|8.238750|0.464494|0.456130
977|PSZ2-G216.76-41.84|042117.7|-202343|2.428810|6.13898|1.52764e-03|4.73467e-04||ACOS443|||
978|PSZ2-G216.80+09.25|073124.4|+004748|5.269234|5.63091|2.83605e-03|1.07312e-03|0.273000||5.166925|0.565828|0.661624
979|PSZ2-G217.09+40.15|092407.7|+140959|3.804411|7.01676|4.90438e-03|1.34267e-03|0.135700|RXCJ0924.0+1410|3.889829|0.354742|0.366719
980|PSZ2-G217.40+10.88|073817.7|+010137|2.423474|7.77638|2.81938e-03|8.17135e-04|0.189000|RXCJ0738.2+0101|5.339805|0.412840|0.436879
981|PSZ2-G218.54+13.26|074848.3|+010815|2.428045|5.63154|1.60286e-03|5.18776e-04|0.327000||5.963966|0.645382|0.667463
982|PSZ2-G218.58+08.71|073245.2|-010011|2.428910|4.62836|2.20883e-02|6.56396e-03|||||
983|PSZ2-G218.59+71.31|112951.5|+234901|2.425853|7.21571|3.81007e-03|1.13681e-03|0.137100|RXCJ1129.8+2347|3.591041|0.297706|0.303836
984|PSZ2-G218.81+35.51|090909.1|+105907|2.428860|8.42995|3.91150e-03|9.40982e-04|0.175100|RXCJ0909.1+1059|5.418206|0.390756|0.384869
985|PSZ2-G219.12+44.49|094259.8|+143226|2.428671|4.77063|2.11528e-03|1.18731e-03|0.340300|WHLJ145.739+14.50|5.225016|0.628076|0.722641
986|PSZ2-G219.45-35.90|044811.3|-202641|3.818434|6.51679|7.50956e-03|2.44061e-03|0.072000|RXCJ0448.2-2028|2.472006|0.261637|0.244141
987|PSZ2-G219.88+22.83|082507.5|+042723|6.191582|7.89559|8.68929e-03|2.44853e-03|0.232813|RMJ082500.2+042548.6|5.067926|0.435407|0.483515
988|PSZ2-G219.89-34.39|045445.5|-201650|2.002513|6.32961|1.34244e-03|3.82348e-04|0.700000||7.916411|0.623527|0.685862
989|PSZ2-G220.11+22.91|082547.5|+041813|10.547727|6.79560|9.95608e-03|3.38034e-03|0.224800|RXCJ0825.9+0415|4.874734|0.412458|0.454079
990|PSZ2-G220.53-38.55|043835.1|-220613|3.289910|6.56846|2.65910e-03|1.21815e-03|0.067000|RXCJ0438.9-2206|2.394343|0.232373|0.247117
991|PSZ2-G220.74-58.91|031128.1|-265609|5.649898|4.61904|3.09273e-03|1.18517e-03|0.068500|RXCJ0311.4-2653|1.917821|0.256015|0.280213
992|PSZ2-G220.83+42.20|093635.2|+122708|2.428823|5.81092|1.31302e-03|3.80853e-04|0.310400|ZwCl0934.1+1245|5.750048|0.616109|0.667285
993|PSZ2-G221.06-44.05|041608.5|-240316|2.428854|5.14706|1.23554e-03|4.32759e-04|||||
994|PSZ2-G222.52+20.58|082147.9|+011349|3.496626|5.03580|1.95992e-03|8.76310e-04|0.082200|RXCJ0821.8+0112|2.288994|0.290518|0.305801
995|PSZ2-G222.77+60.67|104849.8|+185051|2.427587|5.28304|2.20462e-03|1.17250e-03|0.160300|NSCJ104836+185217|3.499502|0.451845|0.475502
996|PSZ2-G222.78+12.84|075506.3|-024154|2.321640|6.86519|1.80476e-03|5.57438e-04|0.369000||6.724890|0.587678|0.587001
997|PSZ2-G222.99-65.70|024125.1|-283934|1.574809|8.53530|3.18337e-03|6.68626e-04|0.232300|RXCJ0241.3-2839|6.183716|0.400613|0.397075
998|PSZ2-G223.04-20.27|055443.0|-174418|2.426616|4.99131|1.96827e-03|8.13229e-04|0.190000|ACO551|3.930460|0.483794|0.511514
999|PSZ2-G223.16-68.81|022714.3|-285016|2.428692|5.06301|2.16142e-03|1.03373e-03|0.213800|RXCJ0227.2-2851|4.139653|0.465631|0.532026
1000|PSZ2-G223.47+26.85|084528.9|+032831|2.428791|4.98865|2.83925e-03|1.20814e-03|0.326900|RXCJ0845.5+0327|5.271713|0.648236|0.644384
1001|PSZ2-G223.93-60.10|030700.7|-284104|2.427850|9.44910|3.16916e-03|7.05013e-04|0.253700|RXCJ0307.0-2840|6.960428|0.443436|0.452539
1002|PSZ2-G224.00+69.33|112401.1|+212922|2.136353|8.78746|3.39730e-03|8.69775e-04|0.190400|RXCJ1123.9+2129|5.274279|0.351318|0.349824
1003|PSZ2-G224.01-11.14|063100.6|-145007|3.550330|6.72220|2.45603e-03|8.89326e-04|0.620000||8.453644|0.706648|0.766922
1004|PSZ2-G224.03-76.42|015227.1|-285448|2.428892|5.93903|3.33130e-03|1.34461e-03|0.413000|MACSJ0152.5-2852|5.929870|0.520573|0.589818
1005|PSZ2-G224.37-47.33|040423.4|-270347|2.428005|4.69813|1.76090e-03|7.03420e-04|||||
1006|PSZ2-G224.38-24.95|053820.3|-203844|3.838369|5.60935|2.91602e-03|9.37127e-04|0.091500|RXCJ0538.2-2037|2.536561|0.279292|0.318608
1007|PSZ2-G224.40-76.54|015152.3|-285923|7.875028|6.09079|4.51862e-03|1.66396e-03|0.413000|RXCJ0152.5-2853|5.815093|0.473440|0.557166
1008|PSZ2-G224.53-30.27|051704.1|-223646|5.241043|4.70443|2.50308e-03|1.32559e-03|0.200138|ABELLS0519|3.715102|0.511204|0.520276
1009|PSZ2-G224.82+13.62|080141.7|-040353|1.702248|5.83357|1.89484e-03|9.16176e-04|0.294000||5.475418|0.552800|0.548545
1010|PSZ2-G224.86-79.51|013819.6|-284827|5.223664|4.97966|8.78017e-04|2.45250e-04|||||
1011|PSZ2-G225.18-33.61|050359.6|-241120|2.428860|4.67816|1.18205e-02|5.79331e-03|||||
1012|PSZ2-G225.48+29.41|085754.1|+031028|3.662841|5.95827|2.55573e-03|9.49442e-04|0.203000|ACO732|4.598209|0.449771|0.490489
1013|PSZ2-G225.56-27.27|053036.2|-222734|2.428665|5.48184|1.39510e-03|5.70686e-04|0.170600|RXCJ0530.6-2226|3.544921|0.430722|0.457801
1014|PSZ2-G225.76-17.35|061017.3|-185642|2.428748|5.04040|1.18739e-03|4.08760e-04|||||
1015|PSZ2-G225.84+41.84|094209.7|+085823|2.428417|5.07984|4.57056e-03|3.80678e-03|0.206000|RXCJ0942.0+0857|4.043000|0.409356|0.462385
1016|PSZ2-G225.93-19.99|060015.6|-200728|2.428872|12.41751|3.77366e-03|6.46459e-04|0.460000|RXCJ0600.1-2007|10.730866|0.511165|0.536732
1017|PSZ2-G226.12-19.51|060227.4|-200611|2.428910|4.57147|1.10580e-03|4.29941e-04|||||
