source_number|name|ra|dec|error_radius|snr|y5r500|y5r500_error|redshift|redshift_source_name|mass_sz|mass_sz_pos_err|mass_sz_neg_err
591|PSZ2-G120.36+26.03|203101.8|+872730|2.428097|5.29589|2.75986e-03|1.45203e-03|||||
592|PSZ2-G120.75+25.39|213556.8|+872259|2.414427|4.68607|1.19307e-03|4.18358e-04|||||
593|PSZ2-G120.76+44.14|131238.8|+725323|2.551252|5.58572|1.14930e-03|4.20781e-04|||||
594|PSZ2-G121.03+57.02|125942.4|+600427|2.340952|8.07951|1.63001e-03|4.10063e-04|0.344000||5.691854|0.436270|0.427981
595|PSZ2-G121.13+49.64|130332.9|+672630|3.124570|5.44623|2.19952e-03|8.20392e-04|0.221000|ZwCl1301.9+6745|3.172016|0.340540|0.381984
596|PSZ2-G121.77+51.75|125817.3|+652136|2.428148|6.27024|1.17921e-03|4.37110e-04|0.233215|RMJ125827.8+652131.1|3.982594|0.388243|0.422204
597|PSZ2-G121.87-45.97|004821.4|+165315|6.439386|4.85661|2.45992e-03|1.14301e-03|||||
598|PSZ2-G122.30+54.52|125435.1|+623547|3.756829|6.07388|1.20110e-03|3.48471e-04|0.318225|RMJ125443.6+623347.1|4.528066|0.426512|0.468181
599|PSZ2-G122.47-38.41|004952.5|+242710|2.427683|5.44079|2.84777e-03|1.15071e-03|0.081500|A104|2.519945|0.304718|0.309454
600|PSZ2-G122.81+24.74|004125.5|+873656|2.428475|4.59766|1.22359e-03|6.04754e-04|||||
601|PSZ2-G122.89-36.82|005117.9|+260303|2.428233|4.85970|3.07707e-03|1.85899e-03|0.345787|RMJ005123.6+260452.3|5.566731|0.717593|0.737902
602|PSZ2-G123.00-35.52|005141.5|+272046|2.428613|5.96681|3.86475e-03|1.58039e-03|0.379705|RMJ005138.6+271959.9|6.471867|0.616903|0.678237
603|PSZ2-G123.35+25.39|014119.6|+881315|2.428869|10.85927|1.09449e-02|2.23177e-03|||||
604|PSZ2-G123.42+30.63|122353.9|+862815|2.427806|4.68364|1.20250e-03|4.82873e-04|||||
605|PSZ2-G123.55-10.36|005527.2|+523008|2.428530|7.12835|3.88486e-03|1.26440e-03|0.107000||4.140384|0.369314|0.386427
606|PSZ2-G123.66+67.25|124941.4|+495218|3.774393|5.68124|1.82487e-03|6.81971e-04|0.283797|RMJ124930.9+494902.3|4.382718|0.496195|0.519793
607|PSZ2-G123.72+34.68|123146.5|+822436|2.428759|5.52785|1.80962e-03|7.09331e-04|0.205300|RXCJ1231.3+8225|3.822905|0.425808|0.446501
608|PSZ2-G123.84+25.75|025530.0|+882402|2.428880|5.80692|3.02641e-02|1.72991e-02|||||
609|PSZ2-G124.11+25.02|024002.9|+873839|2.428827|5.52892|1.03230e-03|2.87192e-04|||||
610|PSZ2-G124.20-36.48|005600.4|+262242|1.874974|12.77239|6.63540e-03|1.02415e-03|0.197100|RXCJ0055.9+2622|7.654182|0.347298|0.364760
611|PSZ2-G124.56+25.38|033231.4|+874320|2.428906|5.35672|3.33501e-03|1.42974e-03|||||
612|PSZ2-G125.11+28.14|084402.8|+874905|2.428447|4.98886|1.18631e-03|4.52098e-04|||||
613|PSZ2-G125.25+33.33|114203.3|+832840|4.964594|5.38397|1.31581e-03|4.15871e-04|||||
614|PSZ2-G125.30-27.99|010137.9|+345004|2.428437|5.81978|2.15109e-03|7.04948e-04|0.223276|RMJ010140.9+345028.5|5.024782|0.554370|0.546839
615|PSZ2-G125.37-08.67|010755.6|+540708|2.428850|12.29307|4.69664e-03|8.64588e-04|0.106600|RXCJ0107.7+5408|5.847818|0.303020|0.311720
616|PSZ2-G125.41+27.95|081559.1|+873848|3.753775|4.75905|8.04833e-04|1.65815e-04|||||
617|PSZ2-G125.55+32.72|112534.7|+835729|3.437689|6.48523|1.22121e-03|2.96962e-04|||||
618|PSZ2-G125.68-64.12|005614.5|-011655|3.767172|15.16051|3.07231e-02|2.67176e-03|0.044200|RXCJ0056.3-0112|3.429742|0.128114|0.217807
619|PSZ2-G125.71+53.86|123654.0|+631103|1.249030|11.36200|1.96852e-03|4.08326e-04|0.301900|RXCJ1236.9+6311|6.551286|0.322993|0.331555
620|PSZ2-G125.84-18.72|010647.2|+440327|2.428911|5.30087|6.60172e-03|3.08617e-03|||||
621|PSZ2-G126.07-49.55|005948.6|+131552|6.892977|4.91616|4.75732e-03|1.76392e-03|0.493849|RMJ005936.8+131020.8|4.498388|0.927496|0.868219
622|PSZ2-G126.20-33.17|010403.3|+293702|5.408468|4.97826|3.13855e-03|1.30368e-03|0.357968|RMJ010415.0+293335.1|5.450941|0.715435|0.762455
623|PSZ2-G126.28+65.62|124233.8|+512641|5.208631|4.76630|7.38989e-04|2.08492e-04|||||
624|PSZ2-G126.36-19.11|010922.3|+433801|2.428854|5.00962|4.34458e-03|2.21580e-03|||||
625|PSZ2-G126.57+51.61|122944.6|+652122|2.428892|6.35350|1.19241e-03|4.19516e-04|||||
626|PSZ2-G126.61-37.63|010418.8|+250842|5.629652|4.89682|2.50701e-03|1.24248e-03|0.166147||3.836416|0.475236|0.521583
627|PSZ2-G126.62-53.42|010020.9|+092252|3.624479|4.54653|1.48257e-03|6.95375e-04|||||
628|PSZ2-G126.72-21.03|011024.7|+414133|3.836594|4.68016|1.32594e-03|5.87446e-04|||||
629|PSZ2-G126.72-72.82|005559.3|-095916|2.428185|4.57575|2.14759e-03|1.16822e-03|0.053500|ACO117|1.502337|0.258407|0.272025
630|PSZ2-G127.01+26.21|055903.0|+861424|2.428718|5.58143|1.23048e-03|4.09962e-04|0.630000||7.342403|0.788211|0.877093
631|PSZ2-G127.35-10.69|011941.5|+515615|3.479577|6.94069|6.93004e-03|1.38215e-03|||||
632|PSZ2-G127.44-34.74|010813.7|+275843|3.840250|4.51850|2.34016e-03|1.17333e-03|0.248664|RMJ010819.0+275802.1|4.898508|0.658730|0.761345
633|PSZ2-G127.50-30.52|011003.9|+321058|7.874454|4.66561|2.39083e-03|1.12841e-03|0.352803|RMJ011007.2+321048.7|5.288989|0.637361|0.697012
634|PSZ2-G127.71-69.55|005809.3|-064502|4.110402|7.58598|3.74342e-03|1.15661e-03|0.119261|RMJ005815.8-065213.7|4.060239|0.336338|0.365458
635|PSZ2-G127.86+45.05|120659.2|+713847|4.287452|5.16152|3.45516e-03|1.36536e-03|0.191200|RXCJ1206.9+7139|2.880585|0.356824|0.364150
636|PSZ2-G128.15-24.71|011530.4|+375448|3.774979|4.74838|1.26384e-03|5.12148e-04|||||
637|PSZ2-G128.18-51.08|010454.9|+113840|2.428860|5.07801|2.42603e-03|9.37826e-04|0.545703|RMJ010456.6+113905.5|6.590203|0.820795|0.893434
638|PSZ2-G128.26+43.03|115601.6|+733041|2.428290|4.71085|3.96367e-03|1.83612e-03|0.083000|RXCJ1156.0+7325|1.854666|0.286383|0.294855
639|PSZ2-G129.78+16.85|030342.5|+775538|2.428456|4.84881|2.42369e-03|9.92304e-04|0.411590||6.193617|0.801303|0.809830
640|PSZ2-G129.99-22.42|012533.4|+395849|5.781816|4.55019|2.02559e-03|9.21058e-04|||||
641|PSZ2-G130.13-17.02|013042.0|+451739|2.428397|5.85576|2.01282e-03|7.32527e-04|0.213700||4.900003|0.516358|0.541074
642|PSZ2-G130.21-62.60|010448.7|+000428|2.428209|6.19240|2.28969e-03|7.96444e-04|0.277000|ZwCl0102.4-0012|5.708627|0.577407|0.587521
643|PSZ2-G130.25-26.50|012348.6|+355409|3.964353|5.19178|2.98787e-03|1.08573e-03|0.216000|ZwCl0120.8+3538|4.489789|0.468160|0.524119
644|PSZ2-G130.64+37.16|104708.6|+780201|5.381353|4.79777|3.93549e-03|1.85730e-03|||||
645|PSZ2-G131.06+29.98|082621.2|+821838|3.794585|6.03331|2.86127e-03|1.02848e-03|0.200000|RXCJ0825.7+8218|4.249435|0.437221|0.465371
646|PSZ2-G131.15-14.72|013834.5|+472340|2.395337|5.37086|1.49941e-03|4.85299e-04|||||
647|PSZ2-G131.19+14.48|030328.2|+751159|6.052705|4.79508|1.78288e-03|6.68134e-04|||||
648|PSZ2-G131.27-25.82|012849.2|+362641|3.307009|4.50219|9.02258e-04|2.33023e-04|||||
649|PSZ2-G132.29+44.51|112741.2|+710335|2.428748|5.25466|1.29203e-02|6.72959e-03|0.152500|RXJ1127.4+7107|2.754616|0.264792|0.308395
650|PSZ2-G132.47-17.27|014253.1|+443821|2.428880|9.13154|2.31269e-03|5.08718e-04|0.341000|RXCJ0142.9+4438|9.015773|0.600256|0.644169
651|PSZ2-G132.54-42.16|012144.3|+200823|2.616484|5.17925|1.08158e-03|2.76001e-04|0.193982|RMJ012141.4+200538.5|3.986756|0.496259|0.518950
652|PSZ2-G133.59+50.68|114649.0|+650521|2.249393|5.02731|8.88056e-04|3.53224e-04|0.529308|RMJ114649.1+650506.8|5.158692|0.555484|0.587232
653|PSZ2-G133.60+69.04|122853.6|+473644|2.427791|8.94485|3.05431e-03|7.83590e-04|0.254000|RXCJ1229.0+4737|5.877626|0.380901|0.424398
654|PSZ2-G133.92-42.73|012536.2|+192420|2.428628|4.69973|1.59650e-03|6.50979e-04|||||
655|PSZ2-G134.26-44.28|012526.1|+175007|8.534235|5.08196|9.48000e-03|3.66666e-03|||||
656|PSZ2-G134.52+31.98|084528.6|+784840|2.428810|4.58004|9.40682e-04|3.47759e-04|0.128800|NSCJ084452+784649|2.471340|0.435877|0.456261
657|PSZ2-G134.59+53.38|115111.3|+622128|2.407060|5.03832|8.04526e-04|2.35468e-04|0.345200|WHLJ177.705+62.33|4.454914|0.526682|0.563250
658|PSZ2-G134.64-11.80|020236.7|+492645|2.428791|6.01588|2.36643e-03|9.98161e-04|0.207000||5.191344|0.566490|0.606939
659|PSZ2-G134.70+48.91|113314.1|+662313|2.386512|9.16206|3.12620e-03|6.10988e-04|0.116000|RXCJ1133.2+6622|3.404457|0.205491|0.230570
660|PSZ2-G135.03+36.04|094704.3|+762315|2.152992|6.48314|1.94148e-03|5.35166e-04|0.345000|MACSJ0947.2+7623|5.619797|0.454947|0.464494
661|PSZ2-G135.06+54.39|115221.7|+611909|2.045172|7.58876|2.09060e-03|5.50473e-04|0.316900|WHLJ178.058+61.33|5.405140|0.405771|0.440217
662|PSZ2-G135.17+65.43|121916.9|+505518|2.304526|6.05837|8.46889e-04|1.62603e-04|0.543612|RMJ121912.2+505435.3|6.005507|0.574404|0.622838
663|PSZ2-G135.19+57.88|120209.3|+580333|3.698158|5.92953|3.82583e-03|1.35057e-03|0.103100|RXCJ1201.9+5802|2.214468|0.232547|0.228085
664|PSZ2-G135.70+32.52|084744.7|+774120|5.256096|4.88805|1.84770e-03|8.21357e-04|0.260000|RXCJ0847.7+7741|4.201044|0.533953|0.522813
665|PSZ2-G135.76-62.03|011520.8|+001417|2.428692|4.52712|8.20310e-03|4.76388e-03|0.045000|RXCJ0115.2+0019|1.523346|0.246458|0.238707
666|PSZ2-G135.94-68.22|011041.7|-055045|1.698348|6.86631|2.63983e-03|8.79515e-04|||||
667|PSZ2-G136.02-47.15|012806.5|+144659|2.428032|4.64382|2.36225e-03|1.21503e-03|||||
668|PSZ2-G136.31+54.67|114750.4|+604556|1.847494|6.91945|8.50680e-04|1.45271e-04|||||
669|PSZ2-G136.33-44.53|013118.2|+171801|2.428786|4.70690|4.13448e-03|2.13050e-03|||||
670|PSZ2-G136.64-25.03|015311.7|+361120|2.428872|7.06184|2.12154e-02|7.27699e-03|0.016300|RXCJ0152.7+3609|1.120883|0.107210|0.114429
671|PSZ2-G136.91-53.21|012505.9|+084416|5.054652|5.26886|4.60172e-03|1.49180e-03|0.049100|A193|1.831557|0.205559|0.209019
672|PSZ2-G136.92+59.46|120020.4|+561508|4.875226|6.26930|6.08750e-03|1.91376e-03|0.065000|RXCJ1200.3+5613|1.808754|0.165151|0.160912
673|PSZ2-G137.24+53.93|114106.5|+611139|2.824631|7.87314|2.38393e-03|6.07534e-04|||||
674|PSZ2-G137.51-09.98|022246.0|+501704|3.543235|5.51061|1.73639e-03|5.43168e-04|||||
675|PSZ2-G137.58+53.88|113926.9|+610901|1.527130|8.17913|1.18219e-03|2.42852e-04|||||
676|PSZ2-G137.74-27.08|015508.0|+335640|2.653130|6.18272|4.35696e-03|1.49503e-03|0.087200|RXCJ0155.1+3355|2.833728|0.273130|0.290242
677|PSZ2-G138.11+42.06|102813.6|+703519|1.597235|6.82664|1.03863e-03|1.76030e-04|0.496000||6.641296|0.580927|0.616126
678|PSZ2-G138.32-39.82|014203.8|+213159|2.434243|5.98956|2.78857e-03|9.20020e-04|0.280300|RXJ0142.0+2131|5.984324|0.530039|0.595047
679|PSZ2-G138.61-10.84|022706.8|+490510|2.488447|8.63912|8.01408e-03|1.66783e-03|0.702000||9.480788|0.668775|0.530358
680|PSZ2-G138.97+40.56|100925.9|+710809|5.298894|4.94911|2.47803e-03|1.06973e-03|0.192700|RXCJ1009.3+7110|3.452167|0.421697|0.480530
681|PSZ2-G139.00+50.92|112010.8|+631535|2.399225|4.98222|9.08063e-04|2.81132e-04|||||
682|PSZ2-G139.18+56.37|114222.3|+583122|1.213714|10.64874|1.51420e-03|2.35247e-04|0.322000|RXCJ1142.5+5832|6.867679|0.379927|0.381233
683|PSZ2-G139.62+24.18|062204.6|+744052|2.428671|9.50249|3.88447e-03|9.58130e-04|0.267000||7.612033|0.472881|0.463729
684|PSZ2-G139.72-17.13|021955.3|+424954|3.733572|5.11639|1.58727e-03|5.51846e-04|||||
685|PSZ2-G140.63+29.45|074204.9|+741513|1.823587|6.87610|2.35165e-03|7.06314e-04|0.214900|RXCJ0741.7+7414|5.024277|0.352296|0.384745
686|PSZ2-G140.90-52.52|013514.5|+084836|2.428899|5.43092|1.32535e-03|4.16534e-04|0.538770|RMJ013516.8+084750.5|7.431686|0.853179|0.892866
687|PSZ2-G141.05-32.61|020021.7|+274915|4.210649|4.97616|1.69968e-03|6.24585e-04|0.554472|RMJ020017.0+274821.2|6.923885|0.724070|0.823146
688|PSZ2-G141.59+23.69|062156.0|+724846|2.800508|4.96294|1.10549e-03|3.31674e-04|||||
689|PSZ2-G141.77+14.19|044107.2|+681124|3.819915|4.97394|1.84603e-03|7.85050e-04|0.830000||7.663842|0.895053|0.945076
690|PSZ2-G141.98+69.31|121257.3|+462153|5.766402|4.71202|1.94861e-03|8.60901e-04|||||
691|PSZ2-G142.18-53.27|013722.0|+075231|2.428711|4.72115|1.66927e-03|6.61195e-04|0.365200|ACO220|5.989572|0.774948|0.872085
692|PSZ2-G142.20+37.25|091827.0|+705124|2.428110|4.86713|1.85371e-03|8.09642e-04|0.284000||4.447463|0.587100|0.607168
693|PSZ2-G142.39+22.80|061329.1|+715113|2.428903|4.92783|1.43052e-03|5.67881e-04|||||
694|PSZ2-G142.41+30.68|075703.0|+723607|2.428046|5.10482|1.61150e-03|6.57380e-04|||||
695|PSZ2-G143.00-77.70|010850.0|-153100|5.090271|6.92492|8.96095e-03|2.43402e-03|0.053300|RXCJ0108.8-1524|1.844464|0.162361|0.202041
696|PSZ2-G143.26+65.24|115922.2|+494627|2.428596|10.17122|2.60541e-03|5.42220e-04|0.363353|RMJ115914.9+494748.4|7.649124|0.415803|0.438369
697|PSZ2-G143.44+53.66|111459.7|+592705|2.428605|5.86000|1.02225e-03|2.95950e-04|0.366351|RMJ111456.8+592649.3|5.308710|0.548423|0.587489
698|PSZ2-G143.62+42.61|100322.4|+670814|2.700888|7.93295|4.96078e-03|1.12779e-03|0.206000|RXCJ1003.1+6709|4.946570|0.316993|0.363939
699|PSZ2-G143.70-08.59|030039.1|+485926|2.428597|4.94494|2.74499e-03|1.34324e-03|||||
700|PSZ2-G143.90+25.06|064520.4|+710420|2.428911|4.91405|4.33214e-03|1.70501e-03|||||
701|PSZ2-G144.23-18.19|023853.1|+401119|2.428903|5.22279|2.12881e-03|8.47276e-04|||||
702|PSZ2-G144.33+62.85|114913.5|+513631|4.860090|4.88550|2.01253e-03|8.33341e-04|0.132000|RXCJ1149.0+5135|2.657646|0.333162|0.375068
703|PSZ2-G144.81-49.86|014801.4|+103504|2.428869|4.91842|2.02639e-03|8.32270e-04|0.190000|NSCSJ014800+103815|4.385430|0.574535|0.619242
704|PSZ2-G144.83+25.11|064751.0|+701526|2.428597|7.05418|1.34297e-03|2.90894e-04|0.584000|MACSJ0647.7+7015|8.221205|0.714180|0.733547
705|PSZ2-G144.84-35.16|020941.5|+242120|2.428407|4.83564|3.09018e-03|1.46712e-03|||||
706|PSZ2-G144.99-24.64|022845.4|+340137|3.391495|5.50286|1.36121e-03|3.86022e-04|0.190000|ZwCl0225.8+3347|4.245301|0.476745|0.515316
707|PSZ2-G145.19+32.14|081104.6|+700256|1.923149|6.25444|1.59696e-03|4.37528e-04|0.223000|RXCJ0811.1+7002|4.870073|0.385278|0.424053
708|PSZ2-G145.25+50.84|105325.7|+605143|0.871440|5.98477|8.53826e-04|1.38563e-04|||||
709|PSZ2-G145.65+59.30|113236.3|+541237|2.428466|4.74499|1.92267e-03|8.78361e-04|0.347477|ACO1294|4.731703|0.589511|0.637559
710|PSZ2-G145.92-12.53|030042.0|+442929|5.329935|6.10400|2.96268e-02|1.02434e-02|0.030000|RXCJ0300.7+4427|1.912120|0.193100|0.180971
711|PSZ2-G146.00-49.45|015132.4|+104225|5.680104|7.56017|5.17054e-03|1.25204e-03|0.097000||3.877101|0.330756|0.339953
712|PSZ2-G146.10-55.55|014304.9|+045843|2.428775|4.67458|1.24306e-03|4.50094e-04|||||
713|PSZ2-G146.13+40.97|093908.3|+662613|5.887489|4.90233|4.85340e-03|1.96853e-03|||||
714|PSZ2-G146.16-48.92|015243.0|+111001|2.428572|5.10059|8.20056e-03|4.46572e-03|||||
715|PSZ2-G146.35-15.59|025440.0|+413615|3.881427|8.21934|3.69662e-02|1.06207e-02|0.017200|RXCJ0254.4+4134|1.957186|0.140879|0.145232
716|PSZ2-G146.82+40.97|093644.4|+655831|3.794718|5.30917|1.46728e-02|4.93090e-03|0.259000|GMBCGJ144.26171+65.90604|4.489098|0.450875|0.095912
717|PSZ2-G146.88+17.13|053409.9|+654314|2.428664|6.13309|6.62760e-03|2.51995e-03|||||
718|PSZ2-G147.11+21.84|061831.3|+672420|3.648692|5.86298|3.08663e-03|1.37561e-03|0.112700|RXCJ0618.5+6724|3.380101|0.349949|0.388896
719|PSZ2-G147.14-20.56|024608.1|+365126|3.676408|6.30829|9.15696e-03|2.79762e-03|0.048800|RXCJ0246.0+3653|2.100583|0.188193|0.198317
720|PSZ2-G147.17+42.67|094948.6|+645520|2.428902|4.92011|1.31410e-03|5.49868e-04|||||
721|PSZ2-G147.88+53.24|105734.2|+580107|1.987082|6.08506|1.41391e-03|5.21073e-04|0.600000|SLJ1057.5+5759|6.468580|0.598122|0.601981
722|PSZ2-G148.36+75.23|121828.4|+401316|2.889235|5.46072|2.13399e-03|7.91599e-04|0.303800|RXCJ1218.4+4013|4.752996|0.469796|0.539913
723|PSZ2-G148.60-48.61|015915.8|+105032|7.572049|4.71016|7.78450e-03|1.79605e-03|||||
724|PSZ2-G149.22+54.18|105824.9|+564733|1.251230|15.99257|5.90701e-03|7.95964e-04|0.136900|RXCJ1058.4+5647|5.865067|0.216698|0.227581
725|PSZ2-G149.39-36.84|022130.1|+212117|2.428839|7.26421|5.65096e-03|1.67974e-03|0.170000|ACO344|5.416870|0.440593|0.502172
726|PSZ2-G149.63-84.19|010240.6|-215444|2.428905|11.49858|9.41611e-03|1.78250e-03|0.056900|RXCJ0102.7-2152|3.017628|0.179196|0.163882
727|PSZ2-G149.73+24.49|065039.4|+654639|5.940688|4.51915|9.74193e-04|3.03025e-04|||||
728|PSZ2-G149.75+34.68|083051.5|+655144|2.428883|18.07203|6.66606e-03|7.67523e-04|0.181800|RXCJ0830.9+6551|8.859059|0.323006|0.320209
729|PSZ2-G150.24+48.72|102324.3|+594830|4.951929|5.01426|1.73434e-03|7.70255e-04|0.205500|RXCJ1023.3+5948|3.559362|0.407305|0.438316
730|PSZ2-G150.56+46.67|100843.9|+604640|3.510416|5.24259|1.66446e-03|6.11061e-04|0.398297|RMJ100838.3+604644.2|5.213355|0.623271|0.609021
731|PSZ2-G150.56+58.32|111510.9|+531939|1.424736|8.58441|2.04154e-03|6.58089e-04|0.470000|RXCJ1115.2+5320|7.552688|0.496695|0.520525
732|PSZ2-G150.64-14.21|031719.7|+404037|5.088335|4.67771|2.04695e-03|1.05446e-03|||||
733|PSZ2-G150.90-39.05|022159.3|+185057|2.428256|5.55919|5.72790e-03|2.08221e-03|0.224900|WHLJ35.5193+18.77|5.001371|0.580487|0.623492
734|PSZ2-G151.19+48.27|101738.0|+593304|2.784797|6.61387|1.02060e-03|1.85652e-04|0.289487|RMJ101734.3+593339.8|5.080495|0.468974|0.475662
735|PSZ2-G151.62+54.78|105451.1|+552139|2.428887|4.61584|1.07037e-03|4.79847e-04|0.486423|RMJ105452.0+552112.6|5.365290|0.682899|0.750055
736|PSZ2-G151.86-75.04|012059.7|-135134|2.428712|5.24833|3.03339e-03|1.40110e-03|0.051900|RXCJ0120.9-1351|1.671549|0.228695|0.232973
737|PSZ2-G151.90+11.63|051524.3|+584236|2.428835|5.54678|1.01718e-02|4.95612e-03|0.120300|RXCJ0515.3+5845|3.862952|0.493891|0.467602
738|PSZ2-G152.33+81.28|123040.8|+343744|2.428671|6.09016|1.11653e-03|3.19319e-04|0.333100|RXCJ1230.7+3439|5.358087|0.532108|0.563794
739|PSZ2-G152.40+75.00|121315.5|+395128|2.428658|4.69543|8.53626e-04|3.17614e-04|||||
740|PSZ2-G152.47+42.11|092951.5|+613928|2.427470|4.81073|1.39393e-03|6.32314e-04|||||
741|PSZ2-G152.70+25.46|070423.1|+631902|3.110135|6.24728|5.08950e-03|1.67781e-03|0.098000|RXCJ0704.4+6318|2.945928|0.239015|0.272505
742|PSZ2-G153.00-58.26|015234.8|+005925|2.428759|5.64442|2.65229e-03|9.76016e-04|0.227000|RXCJ0152.7+0100|5.044630|0.567708|0.586993
743|PSZ2-G153.29+36.56|084242.6|+624033|2.141240|8.38265|1.82911e-02|2.70102e-03|0.650000||6.315530|1.434130|1.098790
744|PSZ2-G153.56+36.82|084432.0|+622442|1.562508|15.89673|1.51202e-02|1.63593e-03|||||
745|PSZ2-G153.57+36.26|083946.1|+623053|5.413188|6.86690|9.23079e-03|2.52398e-03|0.132000||3.373701|0.368214|0.410997
746|PSZ2-G153.68+36.96|084532.8|+621712|2.428912|5.06744|2.98575e-03|1.10310e-03|||||
747|PSZ2-G153.80+33.79|081814.3|+624055|2.428279|4.51620|1.08749e-03|4.61495e-04|||||
748|PSZ2-G154.13+40.19|091113.8|+610757|2.335678|6.40044|1.92411e-03|6.20027e-04|0.289825|RMJ091105.6+610747.4|5.468107|0.447913|0.458602
749|PSZ2-G155.10-49.97|021219.3|+074650|3.267388|5.03054|1.15804e-03|3.13674e-04|0.459000|WHLJ33.0799+7.795|6.570337|0.765044|0.816196
750|PSZ2-G155.27-68.42|013720.1|-082854|2.428344|7.98366|2.43082e-03|5.75585e-04|0.566000|WHLJ24.3324-8.477|8.934781|0.648214|0.701543
751|PSZ2-G155.46-60.15|015332.8|-011558|6.994147|4.77424|3.18736e-03|1.28167e-03|0.243800|RXCJ0153.5-0118|4.261919|0.534003|0.614948
752|PSZ2-G155.80+70.40|115356.0|+425136|2.403199|4.81041|9.89761e-04|3.97580e-04|0.333145|RMJ115353.2+425213.2|4.419779|0.527941|0.584621
753|PSZ2-G155.95-72.13|013046.8|-114953|2.346285|5.13684|9.91822e-04|2.66770e-04|0.620000||6.468981|0.717602|0.778040
754|PSZ2-G156.24+22.32|064456.4|+592703|2.779324|4.78846|8.14648e-04|1.69152e-04|||||
755|PSZ2-G156.26+59.64|110824.6|+501652|2.066304|6.39086|1.59467e-03|5.07962e-04|0.587747|RMJ110830.0+501602.9|6.767759|0.594874|0.595929
756|PSZ2-G156.88+13.48|054541.3|+553040|1.951785|8.27798|3.20213e-03|9.25822e-04|||||
757|PSZ2-G157.07-33.63|025142.2|+210850|3.785288|4.74787|1.95183e-03|7.30868e-04|||||
758|PSZ2-G157.32-26.77|030859.9|+264531|2.380717|10.41171|4.00277e-03|9.56843e-04|0.356000|MACSJ0308.9+2645|10.755582|0.628589|0.652322
759|PSZ2-G157.43+30.34|074857.2|+594142|1.302562|8.75539|1.38357e-03|1.61086e-04|0.450000|[ATZ98]B100|8.122155|0.527328|0.529223
760|PSZ2-G157.63+78.02|121732.9|+364300|3.750879|6.30027|1.61129e-03|3.76943e-04|0.377025|RMJ121731.2+364111.3|5.557393|0.546823|0.588035
761|PSZ2-G157.82+21.28|064029.2|+574451|2.319771|6.33392|3.07348e-03|1.01643e-03|0.430000||7.009147|0.519503|0.559699
762|PSZ2-G158.35-47.49|022450.5|+085100|2.428323|5.01400|1.59850e-03|6.17940e-04|0.305000||5.659596|0.726312|0.779761
763|PSZ2-G158.45-42.92|023453.0|+124210|4.767162|4.80720|1.86082e-03|7.67780e-04|||||
764|PSZ2-G159.40-40.67|024216.8|+141251|3.665359|5.05442|2.50569e-03|1.00774e-03|||||
765|PSZ2-G159.86+42.57|091931.0|+562046|2.428860|5.08733|1.73264e-03|8.31800e-04|0.269608|RMJ091944.3+562201.4|4.612375|0.572142|0.568029
766|PSZ2-G159.91-73.50|013155.4|-133650|2.360511|17.06872|6.98226e-03|9.42473e-04|0.206000|RXCJ0131.8-1336|8.464249|0.283711|0.316031
767|PSZ2-G160.83+81.66|122654.0|+333413|5.415638|4.91372|1.61870e-03|7.59961e-04|0.888000|BVH2007154|5.700541|0.626935|0.691128
768|PSZ2-G160.83-70.63|013924.9|-112253|2.261781|6.30433|1.26618e-03|2.74883e-04|||||
769|PSZ2-G160.94+44.85|093328.3|+545708|4.879645|4.98439|1.13215e-03|4.44837e-04|||||
770|PSZ2-G161.39+26.27|072136.3|+554547|3.811007|9.74722|1.16012e-02|2.56623e-03|0.038100|RXCJ0721.3+5547|2.134152|0.147713|0.153172
771|PSZ2-G161.73-28.58|031817.6|+230044|2.428397|4.80883|2.18396e-03|1.06473e-03|||||
772|PSZ2-G161.94-48.17|023130.1|+065818|2.428911|7.98023|4.07851e-03|1.01361e-03|0.220300|ACO360|6.535912|0.514857|0.528498
773|PSZ2-G162.33+25.03|071415.0|+544124|2.428912|5.37799|2.12641e-03|9.30097e-04|0.104300|A572|2.852628|0.362213|0.378052
774|PSZ2-G162.49-71.98|013802.4|-124751|2.428718|6.27127|5.12228e-03|1.72400e-03|0.210800|RXCJ0137.9-1248|4.643719|0.474605|0.524481
775|PSZ2-G163.04-27.80|032420.3|+225508|9.258666|4.74695|5.58613e-03|2.19494e-03|||||
776|PSZ2-G163.22-26.48|032828.6|+235015|3.839714|6.34635|2.42336e-03|7.95818e-04|||||
777|PSZ2-G163.61+34.30|081850.4|+543200|4.153203|4.67090|1.72758e-03|7.81634e-04|0.595861|RMJ081857.0+543153.8|5.759564|0.732794|0.745514
778|PSZ2-G163.69+53.52|102223.4|+500711|1.957376|9.65552|3.28422e-03|7.11380e-04|0.158000|RXCJ1022.5+5006|4.733641|0.292316|0.320825
779|PSZ2-G163.87+48.54|095248.1|+515318|3.108357|4.95217|1.16760e-03|4.31497e-04|0.214000|ZwCl2701|3.621027|0.422104|0.447060
780|PSZ2-G163.89+11.55|055546.9|+483414|2.428907|4.78201|2.72954e-03|1.54056e-03|||||
781|PSZ2-G164.18-38.88|025854.7|+133358|1.743953|19.65653|3.46208e-02|3.97973e-03|0.073900|RXCJ0258.9+1334|6.745817|0.220716|0.172188
782|PSZ2-G164.29+08.94|054323.7|+465712|2.428530|6.22331|3.06561e-03|1.05034e-03|0.250500|WHLJ85.8665+46.93|6.186835|0.611628|0.637368
